Element,Atomic Number,Mass Number,Neutron Count,Proton Count,Binding Energy (MeV),Half-Life (seconds),Decay Mode,Stability Index,Predicted Existence Probability (%)
Beryllium,4,15,11,4,6.739,649668162338.6454,Gamma,0.419,70.33
Lithium,3,10,7,3,9.341,441600127996.5017,Beta+,0.515,84.14
Fluorine,9,24,15,9,11.953,625456042909.3167,Alpha,0.667,52.18
Silicon,14,40,26,14,12.023,969203362969.3737,Alpha,0.23,77.33
Carbon,6,15,9,6,12.693,966166671900.0371,Spontaneous Fission,0.721,80.44
Lithium,3,11,8,3,2.744,477031820097.3791,Alpha,0.49,56.8
Helium,2,5,3,2,11.476,101087657541.00224,Beta+,0.048,61.26
Phosphorus,15,46,31,15,9.98,629114907619.8604,Alpha,0.92,87.1
Nitrogen,7,26,19,7,4.371,253296120764.2922,Electron Capture,0.317,62.34
Lithium,3,6,3,3,1.802,157213502892.60373,Beta-,0.253,68.93
Lithium,3,7,4,3,11.986,228190460572.004,Beta+,0.999,77.13
Oxygen,8,24,16,8,5.151,inf,Stable,1.0,100.0
Sodium,11,43,32,11,4.178,inf,Stable,1.0,100.0
Lithium,3,12,9,3,1.359,185073302803.8213,Gamma,0.927,70.18
Boron,5,17,12,5,6.441,112517495735.75598,Beta-,0.594,70.57
Boron,5,18,13,5,4.399,54559870388.00037,Electron Capture,0.968,98.62
Magnesium,12,45,33,12,10.037,inf,Stable,1.0,100.0
Oxygen,8,26,18,8,3.134,451044259944.78314,Gamma,0.562,92.91
Magnesium,12,33,21,12,4.876,997661163892.866,Spontaneous Fission,0.993,53.91
Beryllium,4,12,8,4,10.433,910981550424.7991,Spontaneous Fission,0.345,71.25
Carbon,6,23,17,6,14.961,inf,Stable,1.0,100.0
Aluminum,13,45,32,13,6.55,541646102360.72144,Electron Capture,0.065,82.97
Beryllium,4,11,7,4,3.806,inf,Stable,1.0,100.0
Boron,5,18,13,5,10.662,inf,Stable,1.0,100.0
Carbon,6,22,16,6,11.901,455067853122.3997,Alpha,0.376,92.41
Carbon,6,12,6,6,13.477,220117815886.134,Electron Capture,0.704,95.74
Magnesium,12,41,29,12,10.949,146004348953.5623,Gamma,0.003,54.73
Carbon,6,15,9,6,10.366,704587874256.907,Beta+,0.947,95.93
Magnesium,12,48,36,12,4.535,971707982414.4971,Alpha,0.712,58.9
Helium,2,7,5,2,10.83,553140575639.775,Spontaneous Fission,0.036,73.16
Lithium,3,9,6,3,7.437,498415982468.4918,Beta+,0.229,58.21
Lithium,3,10,7,3,8.235,819470422261.1525,Alpha,0.921,80.94
Aluminum,13,50,37,13,3.92,inf,Stable,1.0,100.0
Beryllium,4,15,11,4,2.31,418205766220.0649,Electron Capture,0.427,54.63
Aluminum,13,29,16,13,14.16,148936881171.7028,Beta-,0.227,80.34
Oxygen,8,16,8,8,14.031,645974629619.7903,Spontaneous Fission,0.998,54.96
Boron,5,16,11,5,9.275,313341503951.57434,Spontaneous Fission,0.772,85.5
Lithium,3,11,8,3,6.685,427529379822.20087,Gamma,0.844,51.72
Phosphorus,15,39,24,15,1.783,5841187854.955244,Beta-,0.079,56.47
Silicon,14,40,26,14,4.835,601633700114.8225,Alpha,0.634,77.82
Helium,2,7,5,2,1.77,72912669175.85626,Gamma,0.396,77.81
Lithium,3,9,6,3,2.262,321189323027.4927,Beta-,0.859,77.7
Fluorine,9,22,13,9,7.453,821805824099.2039,Beta-,0.67,95.1
Beryllium,4,10,6,4,4.848,inf,Stable,1.0,100.0
Carbon,6,21,15,6,4.014,inf,Stable,1.0,100.0
Aluminum,13,47,34,13,1.255,inf,Stable,1.0,100.0
Silicon,14,51,37,14,2.783,5894053977.902548,Alpha,0.066,73.08
Nitrogen,7,22,15,7,5.034,399774610189.82874,Alpha,0.226,75.31
Phosphorus,15,50,35,15,2.568,112398121332.52126,Spontaneous Fission,0.685,86.16
Beryllium,4,14,10,4,2.363,207000026476.64917,Gamma,0.355,67.76
Lithium,3,8,5,3,4.683,inf,Stable,1.0,100.0
Oxygen,8,22,14,8,12.25,572657201710.481,Beta-,0.279,58.29
Fluorine,9,34,25,9,13.86,880892692333.0066,Spontaneous Fission,0.583,78.28
Beryllium,4,8,4,4,11.463,729418135090.478,Beta+,0.506,52.97
Sodium,11,43,32,11,1.738,996043072532.1929,Beta-,0.764,85.82
Magnesium,12,26,14,12,9.826,669371422194.3579,Spontaneous Fission,0.834,57.26
Beryllium,4,12,8,4,6.51,3710787589.188081,Beta+,0.655,50.22
Boron,5,18,13,5,11.452,760806727201.8434,Beta+,0.531,73.81
Phosphorus,15,59,44,15,13.878,29243418996.437675,Beta-,0.019,96.25
Lithium,3,12,9,3,12.225,885096395814.213,Beta-,0.534,64.56
Oxygen,8,22,14,8,13.581,346906889369.6079,Spontaneous Fission,0.963,56.45
Phosphorus,15,41,26,15,9.479,971796755550.246,Alpha,0.231,88.52
Boron,5,20,15,5,4.617,837082400593.4574,Beta+,0.913,83.17
Magnesium,12,35,23,12,3.397,923890152108.3053,Electron Capture,0.163,80.8
Helium,2,6,4,2,2.429,215126013996.98807,Electron Capture,0.617,57.01
Carbon,6,20,14,6,8.887,inf,Stable,1.0,100.0
Lithium,3,7,4,3,13.696,12101877428.773779,Beta-,0.081,68.46
Helium,2,4,2,2,8.628,291366178086.44104,Gamma,0.095,62.47
Hydrogen,1,4,3,1,2.46,565141492146.485,Alpha,0.995,68.73
Helium,2,6,4,2,4.58,750864496744.9363,Electron Capture,0.453,93.71
Lithium,3,12,9,3,8.249,inf,Stable,1.0,100.0
Neon,10,30,20,10,8.278,687430445897.2871,Beta+,0.083,96.82
Boron,5,14,9,5,7.144,98911234754.42255,Beta+,0.151,63.8
Carbon,6,12,6,6,8.608,333003667639.49176,Spontaneous Fission,0.497,51.2
Neon,10,35,25,10,8.624,996485765438.435,Electron Capture,0.195,93.68
Helium,2,7,5,2,4.301,62244979185.89367,Beta-,0.97,72.5
Silicon,14,51,37,14,8.617,907503390573.4042,Beta-,0.808,87.63
Helium,2,8,6,2,6.541,433461036579.71747,Electron Capture,0.038,74.86
Sodium,11,35,24,11,11.394,850472495704.1838,Electron Capture,0.597,56.62
Fluorine,9,18,9,9,4.864,807625104818.3591,Alpha,0.948,82.22
Oxygen,8,31,23,8,9.429,592799031502.13,Gamma,0.97,94.32
Carbon,6,15,9,6,14.559,216744449143.7407,Gamma,0.216,72.54
Neon,10,36,26,10,10.21,247981005630.1085,Spontaneous Fission,0.664,52.75
Lithium,3,9,6,3,12.688,542744689205.6732,Spontaneous Fission,0.646,68.38
Magnesium,12,40,28,12,14.559,inf,Stable,1.0,100.0
Neon,10,22,12,10,2.975,253056508077.40076,Electron Capture,0.884,81.31
Hydrogen,1,4,3,1,5.49,500285722309.37006,Beta+,0.145,59.28
Helium,2,7,5,2,5.033,131489811105.89497,Electron Capture,0.751,95.25
Magnesium,12,37,25,12,1.062,713321247873.54,Spontaneous Fission,0.947,86.8
Silicon,14,48,34,14,1.318,653665392404.4564,Electron Capture,0.167,57.03
Sodium,11,29,18,11,12.14,489033989107.80035,Electron Capture,0.25,75.03
Boron,5,19,14,5,2.902,905311977789.2008,Alpha,0.616,89.61
Sodium,11,32,21,11,12.811,379344208745.1192,Alpha,0.805,78.5
Aluminum,13,50,37,13,11.187,304070610702.75287,Beta-,0.338,85.37
Magnesium,12,34,22,12,2.054,154504068692.79465,Alpha,0.428,84.4
Magnesium,12,41,29,12,10.782,183277073833.63333,Electron Capture,0.429,71.01
Neon,10,36,26,10,2.173,328204140502.802,Beta-,0.062,92.43
Silicon,14,51,37,14,2.844,972619584654.763,Beta-,0.536,68.7
Helium,2,7,5,2,5.014,456908280551.12665,Electron Capture,0.768,70.71
Boron,5,19,14,5,5.176,933569921305.6008,Gamma,0.443,70.09
Boron,5,12,7,5,10.576,991312957329.0854,Spontaneous Fission,0.98,89.14
Hydrogen,1,3,2,1,7.512,26092003534.68999,Gamma,0.411,62.63
Magnesium,12,29,17,12,4.086,235151283148.7489,Alpha,0.86,85.9
Silicon,14,54,40,14,1.549,349402735700.9708,Beta+,0.872,62.67
Helium,2,7,5,2,13.32,913746073046.284,Beta-,0.11,61.14
Lithium,3,11,8,3,2.686,inf,Stable,1.0,100.0
Aluminum,13,27,14,13,6.548,602938657277.2576,Beta-,0.758,76.85
Aluminum,13,43,30,13,3.158,908301294177.7725,Beta-,0.639,74.6
Lithium,3,10,7,3,3.413,564181238506.2456,Gamma,0.485,68.55
Sodium,11,37,26,11,13.034,220076422744.74603,Electron Capture,0.194,52.75
Silicon,14,43,29,14,5.732,583899930498.6163,Beta+,0.27,53.13
Neon,10,35,25,10,9.726,521732638706.40686,Electron Capture,0.72,80.02
Silicon,14,29,15,14,14.272,408130436700.1847,Gamma,0.584,65.42
Beryllium,4,13,9,4,5.506,261389139589.63007,Electron Capture,0.448,97.35
Aluminum,13,51,38,13,6.938,inf,Stable,1.0,100.0
Nitrogen,7,28,21,7,1.356,947633041623.9115,Beta-,0.191,69.23
Lithium,3,10,7,3,1.729,877877607066.9124,Beta-,0.029,81.73
Beryllium,4,9,5,4,6.3,422696623757.14734,Alpha,0.521,96.59
Phosphorus,15,51,36,15,4.589,282718839101.50073,Electron Capture,0.875,98.5
Aluminum,13,36,23,13,11.586,188121054776.34555,Alpha,0.281,84.08
Lithium,3,7,4,3,2.361,478620693838.24243,Beta+,0.469,83.53
Carbon,6,20,14,6,5.713,474179639515.9592,Beta-,0.108,85.65
Neon,10,21,11,10,9.687,750452212183.8595,Electron Capture,0.6,59.64
Nitrogen,7,19,12,7,10.641,424256598965.37994,Beta-,0.313,94.0
Magnesium,12,30,18,12,14.492,848389357955.8829,Beta+,0.891,89.71
Lithium,3,10,7,3,10.247,459462847300.1913,Beta-,0.657,73.8
Helium,2,5,3,2,2.577,421844574380.5894,Spontaneous Fission,0.628,73.46
Oxygen,8,18,10,8,5.872,804903838546.2573,Alpha,0.5,70.66
Hydrogen,1,3,2,1,13.346,225092057425.23196,Gamma,0.96,61.73
Fluorine,9,23,14,9,11.705,974192040756.2057,Spontaneous Fission,0.47,83.73
Neon,10,29,19,10,3.236,426156467104.76276,Spontaneous Fission,0.936,87.59
Boron,5,15,10,5,12.101,326767519950.33185,Beta+,0.578,93.97
Helium,2,5,3,2,12.684,70087254941.2972,Alpha,0.943,83.38
Oxygen,8,22,14,8,1.141,inf,Stable,1.0,100.0
Helium,2,7,5,2,10.78,383304840437.03796,Gamma,0.027,86.84
Nitrogen,7,26,19,7,13.193,967607024699.4158,Beta+,0.031,53.62
Carbon,6,24,18,6,7.945,252414071322.685,Beta+,0.552,77.51
Beryllium,4,15,11,4,8.935,148148432831.92493,Alpha,0.436,68.02
Neon,10,28,18,10,1.643,6790718620.166781,Beta+,0.269,88.87
Sodium,11,43,32,11,7.602,269589446543.79068,Alpha,0.54,53.74
Carbon,6,19,13,6,5.052,801286533951.1008,Spontaneous Fission,0.469,97.28
Hydrogen,1,2,1,1,8.574,934618788512.1737,Gamma,0.82,66.16
Sodium,11,29,18,11,14.303,159601741925.19827,Beta+,0.699,89.65
Magnesium,12,45,33,12,3.648,inf,Stable,1.0,100.0
Nitrogen,7,27,20,7,4.93,882461447199.2186,Alpha,0.551,70.5
Lithium,3,6,3,3,12.922,507305392512.3428,Beta-,0.224,73.0
Hydrogen,1,3,2,1,11.874,993629998661.912,Alpha,0.025,62.1
Magnesium,12,40,28,12,6.792,488294792549.08905,Beta+,0.583,54.76
Carbon,6,21,15,6,11.373,327336727052.7594,Beta-,0.617,54.69
Hydrogen,1,4,3,1,5.168,49336665665.1878,Electron Capture,0.928,70.99
Hydrogen,1,2,1,1,7.481,635811891459.7192,Spontaneous Fission,0.467,50.53
Helium,2,6,4,2,12.184,403755875401.34796,Beta+,0.57,51.78
Phosphorus,15,51,36,15,10.282,86610047323.25427,Beta-,0.157,75.03
Aluminum,13,51,38,13,9.516,629681328646.0619,Beta-,0.284,72.95
Beryllium,4,9,5,4,10.919,294433618325.2372,Beta+,0.108,51.25
Carbon,6,12,6,6,4.562,85582061140.39624,Alpha,0.259,75.92
Nitrogen,7,19,12,7,1.95,732076123226.5804,Alpha,0.633,77.88
Boron,5,11,6,5,10.944,875225892265.0018,Electron Capture,0.749,83.67
Lithium,3,9,6,3,6.54,393861738103.0749,Gamma,0.221,65.55
Oxygen,8,28,20,8,11.99,295110009487.95605,Beta-,0.951,84.06
Aluminum,13,29,16,13,6.396,426410859242.96387,Electron Capture,0.427,78.98
Hydrogen,1,3,2,1,5.327,18769539581.590557,Alpha,0.053,61.01
Oxygen,8,23,15,8,12.53,inf,Stable,1.0,100.0
Sodium,11,26,15,11,4.728,814344020290.3855,Alpha,0.312,68.69
Beryllium,4,10,6,4,8.694,754544363965.2609,Alpha,0.854,80.98
Lithium,3,8,5,3,10.785,926116284777.2926,Spontaneous Fission,0.18,59.08
Lithium,3,10,7,3,10.864,428654405381.22723,Alpha,0.39,54.94
Helium,2,8,6,2,7.696,98829377451.6461,Spontaneous Fission,0.967,72.7
Phosphorus,15,58,43,15,3.134,966934647893.0349,Spontaneous Fission,0.75,94.68
Beryllium,4,8,4,4,12.971,222459730576.30997,Beta+,0.854,78.99
Fluorine,9,24,15,9,12.085,500563207969.7987,Beta+,0.798,57.22
Magnesium,12,39,27,12,2.838,842804524310.4719,Alpha,0.812,55.27
Sodium,11,39,28,11,7.495,760664956397.6555,Beta+,0.737,92.4
Phosphorus,15,31,16,15,13.412,inf,Stable,1.0,100.0
Silicon,14,41,27,14,1.35,345574322121.9997,Beta+,0.722,92.78
Carbon,6,13,7,6,4.46,506556589191.9797,Beta+,0.684,82.93
Oxygen,8,17,9,8,11.177,inf,Stable,1.0,100.0
Nitrogen,7,20,13,7,2.503,122795614320.73315,Gamma,0.854,53.4
Hydrogen,1,3,2,1,2.565,990222611316.5532,Electron Capture,0.406,71.83
Beryllium,4,11,7,4,4.526,908888017134.6644,Spontaneous Fission,0.617,55.29
Beryllium,4,14,10,4,2.793,485374247998.73883,Gamma,0.673,97.46
Silicon,14,38,24,14,5.054,901443939073.2976,Spontaneous Fission,0.982,95.64
Magnesium,12,31,19,12,4.892,386133706093.1048,Alpha,0.639,65.26
Lithium,3,8,5,3,11.463,287444278248.353,Electron Capture,0.567,75.24
Hydrogen,1,4,3,1,11.366,258383168232.96802,Electron Capture,0.509,83.68
Magnesium,12,29,17,12,4.954,752731659292.0641,Beta-,0.378,68.18
Neon,10,22,12,10,4.485,15450456634.836798,Electron Capture,0.528,97.96
Neon,10,34,24,10,14.949,inf,Stable,1.0,100.0
Beryllium,4,16,12,4,8.366,715018597328.8108,Electron Capture,0.307,98.88
Aluminum,13,42,29,13,9.263,443848698878.8968,Beta+,0.3,98.33
Aluminum,13,39,26,13,13.115,inf,Stable,1.0,100.0
Magnesium,12,36,24,12,6.682,inf,Stable,1.0,100.0
Oxygen,8,21,13,8,13.989,809216277677.4093,Gamma,0.954,74.9
Neon,10,22,12,10,10.863,inf,Stable,1.0,100.0
Lithium,3,12,9,3,14.309,4490396027.156619,Spontaneous Fission,0.738,61.51
Nitrogen,7,22,15,7,4.803,585452016865.5188,Alpha,0.366,70.69
Phosphorus,15,58,43,15,4.693,753228180863.7578,Electron Capture,0.445,52.18
Phosphorus,15,46,31,15,12.397,53560046179.81769,Electron Capture,0.417,53.99
Magnesium,12,35,23,12,8.481,676184717547.6674,Gamma,0.027,71.24
Lithium,3,8,5,3,14.868,824826157081.915,Alpha,0.068,94.05
Boron,5,13,8,5,1.665,433755824678.63403,Spontaneous Fission,0.48,62.22
Nitrogen,7,26,19,7,7.801,291442531187.2526,Spontaneous Fission,0.457,76.8
Lithium,3,9,6,3,13.284,57430423174.076096,Spontaneous Fission,0.43,93.8
Neon,10,33,23,10,1.928,475234513119.8088,Spontaneous Fission,0.866,98.87
Helium,2,5,3,2,14.014,344323989324.0057,Beta+,0.916,84.04
Aluminum,13,33,20,13,13.417,842093108420.1964,Electron Capture,0.395,87.1
Hydrogen,1,3,2,1,2.894,497489265465.4374,Beta-,0.49,77.53
Magnesium,12,24,12,12,4.641,367631103110.9574,Alpha,0.348,76.58
Helium,2,4,2,2,10.48,540442589549.2689,Alpha,0.738,90.12
Magnesium,12,31,19,12,4.854,690140574528.0242,Beta-,0.997,73.0
Silicon,14,45,31,14,1.937,527733706377.4788,Electron Capture,0.461,55.36
Neon,10,37,27,10,5.359,615086672138.7511,Gamma,0.67,67.22
Aluminum,13,36,23,13,2.472,870026347368.3079,Beta+,0.945,72.04
Magnesium,12,34,22,12,6.011,823592660523.8766,Beta+,0.388,67.72
Aluminum,13,35,22,13,6.469,442014815742.954,Gamma,0.86,90.03
Aluminum,13,30,17,13,4.826,39206721505.81572,Gamma,0.204,67.64
Lithium,3,12,9,3,2.623,986608401556.129,Spontaneous Fission,0.345,86.41
Beryllium,4,8,4,4,14.002,353224593441.5189,Beta-,0.622,51.63
Boron,5,15,10,5,9.816,249541909270.77203,Beta-,0.096,83.06
Hydrogen,1,4,3,1,8.598,inf,Stable,1.0,100.0
Nitrogen,7,22,15,7,1.952,661521442311.6926,Gamma,0.413,50.71
Sodium,11,32,21,11,5.402,inf,Stable,1.0,100.0
Oxygen,8,22,14,8,11.471,inf,Stable,1.0,100.0
Carbon,6,20,14,6,4.556,783057906858.6442,Beta-,0.562,67.11
Aluminum,13,40,27,13,12.917,inf,Stable,1.0,100.0
Sodium,11,25,14,11,9.355,850325504480.4728,Electron Capture,0.914,88.15
Phosphorus,15,57,42,15,6.342,717761905884.9902,Electron Capture,0.194,69.94
Nitrogen,7,16,9,7,9.256,inf,Stable,1.0,100.0
Magnesium,12,47,35,12,9.186,inf,Stable,1.0,100.0
Sodium,11,24,13,11,2.288,925583694580.2644,Alpha,0.197,69.64
Phosphorus,15,31,16,15,8.8,612994862240.8153,Alpha,0.217,96.66
Oxygen,8,28,20,8,9.475,647267325235.0626,Beta-,0.225,72.65
Nitrogen,7,28,21,7,4.183,13689325729.695503,Gamma,0.206,79.34
Silicon,14,52,38,14,3.565,161315029382.43613,Alpha,0.029,64.67
Helium,2,5,3,2,1.348,107553025037.96338,Electron Capture,0.837,89.56
Beryllium,4,14,10,4,5.836,740378223033.4541,Gamma,0.448,75.66
Lithium,3,12,9,3,5.884,413734955930.80853,Beta-,0.382,97.6
Phosphorus,15,55,40,15,4.782,778460817530.5726,Beta-,0.73,54.24
Helium,2,5,3,2,14.042,inf,Stable,1.0,100.0
Beryllium,4,15,11,4,6.632,958292237426.9001,Gamma,0.369,97.81
Silicon,14,34,20,14,3.372,619256370429.0719,Beta-,0.348,66.85
Phosphorus,15,54,39,15,6.668,233031996388.1151,Alpha,0.154,97.2
Helium,2,6,4,2,7.488,inf,Stable,1.0,100.0
Magnesium,12,28,16,12,3.438,523640964610.7239,Beta-,0.311,73.76
Sodium,11,24,13,11,14.006,353467356583.146,Alpha,0.405,59.9
Carbon,6,18,12,6,2.382,894110622654.8159,Gamma,0.4,51.25
Aluminum,13,45,32,13,13.473,inf,Stable,1.0,100.0
Aluminum,13,27,14,13,3.939,977598400360.1384,Beta-,0.382,76.47
Sodium,11,31,20,11,6.574,93725809753.85036,Gamma,0.092,54.32
Neon,10,30,20,10,13.345,inf,Stable,1.0,100.0
Magnesium,12,44,32,12,5.234,inf,Stable,1.0,100.0
Oxygen,8,29,21,8,1.219,938656220383.7559,Gamma,0.287,62.01
Lithium,3,7,4,3,6.585,174631324489.0678,Alpha,0.279,67.95
Silicon,14,53,39,14,14.069,4582948629.468732,Gamma,0.013,86.15
Phosphorus,15,60,45,15,7.309,961911899145.388,Beta-,0.892,72.11
Neon,10,37,27,10,10.672,613586779932.337,Electron Capture,0.919,69.36
Magnesium,12,40,28,12,5.366,533167242728.1371,Beta+,0.728,74.22
Boron,5,14,9,5,11.501,38446609160.3769,Spontaneous Fission,0.218,57.1
Boron,5,12,7,5,12.749,951505206310.7529,Spontaneous Fission,0.841,77.58
Carbon,6,13,7,6,11.821,489521582089.8028,Beta+,0.689,78.73
Fluorine,9,19,10,9,13.97,223561400840.05804,Gamma,0.811,97.91
Carbon,6,18,12,6,10.301,391916696007.6791,Beta+,0.06,94.8
Beryllium,4,15,11,4,5.132,inf,Stable,1.0,100.0
Neon,10,24,14,10,12.967,458600216683.3969,Gamma,0.033,59.67
Boron,5,10,5,5,6.112,183363886748.86362,Electron Capture,0.137,72.97
Nitrogen,7,17,10,7,9.574,417973613689.11945,Gamma,0.491,91.45
Lithium,3,11,8,3,9.041,150695815256.34534,Alpha,0.212,94.01
Beryllium,4,9,5,4,1.651,188319666027.6577,Beta-,0.022,52.12
Lithium,3,6,3,3,4.792,645394631677.9789,Beta-,0.273,84.22
Nitrogen,7,20,13,7,9.338,inf,Stable,1.0,100.0
Magnesium,12,24,12,12,4.507,676905682930.2404,Gamma,0.569,61.34
Phosphorus,15,34,19,15,5.474,507036814495.04425,Beta-,0.073,66.94
Nitrogen,7,26,19,7,2.52,inf,Stable,1.0,100.0
Beryllium,4,10,6,4,1.976,612303190558.4403,Spontaneous Fission,0.703,52.01
Phosphorus,15,33,18,15,6.834,333390719008.49805,Gamma,0.52,98.51
Aluminum,13,27,14,13,13.483,16887857532.984497,Beta-,0.185,98.86
Aluminum,13,49,36,13,12.68,inf,Stable,1.0,100.0
Fluorine,9,33,24,9,8.142,988101040647.4763,Beta-,0.669,86.37
Oxygen,8,17,9,8,13.134,398670093791.84174,Alpha,0.346,78.87
Sodium,11,42,31,11,4.728,17916019749.323666,Spontaneous Fission,0.49,71.64
Silicon,14,55,41,14,6.866,869548645336.7665,Spontaneous Fission,0.021,67.88
Aluminum,13,35,22,13,4.973,837344015204.9028,Beta-,0.654,74.58
Fluorine,9,29,20,9,2.789,24718748420.23436,Beta-,0.525,66.32
Nitrogen,7,16,9,7,9.409,145151763547.0474,Spontaneous Fission,0.804,60.08
Lithium,3,6,3,3,7.192,inf,Stable,1.0,100.0
Phosphorus,15,34,19,15,1.812,334812851685.44727,Alpha,0.478,53.32
Carbon,6,15,9,6,6.159,324600890254.61304,Beta-,0.573,62.42
Carbon,6,18,12,6,14.818,inf,Stable,1.0,100.0
Aluminum,13,28,15,13,2.429,483729722911.70044,Spontaneous Fission,0.689,97.24
Helium,2,5,3,2,14.424,170986200071.95364,Electron Capture,0.05,77.21
Boron,5,17,12,5,2.24,125769064545.75287,Electron Capture,0.054,94.83
Phosphorus,15,43,28,15,4.017,723775435345.1818,Beta-,0.378,64.23
Aluminum,13,39,26,13,6.254,769969375320.3662,Beta+,0.414,72.86
Aluminum,13,43,30,13,13.674,786514516243.2012,Alpha,0.947,94.58
Lithium,3,11,8,3,5.612,5493848114.745737,Electron Capture,0.801,96.36
Fluorine,9,31,22,9,8.24,789971732078.4293,Alpha,0.5,59.86
Carbon,6,21,15,6,4.158,669513954747.8953,Spontaneous Fission,0.723,91.27
Fluorine,9,25,16,9,1.527,734197209398.0669,Beta-,0.772,89.67
Aluminum,13,35,22,13,12.608,42127402218.85969,Beta-,0.964,96.67
Oxygen,8,26,18,8,10.316,560158453182.3685,Gamma,0.331,89.57
Hydrogen,1,2,1,1,8.17,422132122846.3363,Spontaneous Fission,0.017,77.98
Lithium,3,11,8,3,2.901,798944412075.705,Beta+,0.802,50.65
Nitrogen,7,28,21,7,10.611,293877350721.0373,Beta-,0.537,93.15
Sodium,11,30,19,11,3.354,8843380398.374958,Beta+,0.49,72.87
Helium,2,6,4,2,7.315,289226631801.25476,Spontaneous Fission,0.682,95.23
Hydrogen,1,2,1,1,2.57,88307429774.50157,Beta+,0.609,78.36
Silicon,14,50,36,14,11.296,879240334665.1842,Beta+,0.138,86.9
Beryllium,4,8,4,4,10.001,996379263000.3025,Beta-,0.186,54.27
Sodium,11,26,15,11,13.259,808824889238.671,Beta-,0.389,51.25
Beryllium,4,14,10,4,7.526,569010918549.0273,Beta+,0.616,50.29
Helium,2,5,3,2,2.305,496520165091.5676,Gamma,0.191,96.74
Oxygen,8,26,18,8,9.115,795014632587.4126,Beta+,0.617,95.46
Helium,2,8,6,2,1.972,359074398235.48926,Spontaneous Fission,0.57,90.09
Fluorine,9,30,21,9,3.858,inf,Stable,1.0,100.0
Sodium,11,36,25,11,11.625,298681443722.0153,Gamma,0.001,58.0
Oxygen,8,25,17,8,6.212,778408073203.9199,Spontaneous Fission,0.363,98.62
Hydrogen,1,4,3,1,8.057,354624552022.0391,Spontaneous Fission,0.749,96.15
Nitrogen,7,14,7,7,1.849,784321520701.7013,Gamma,0.833,72.42
Fluorine,9,24,15,9,5.808,912155437276.0675,Electron Capture,0.758,80.81
Boron,5,12,7,5,9.509,146701373336.1263,Beta-,0.074,63.04
Fluorine,9,28,19,9,12.881,336325131635.3542,Beta+,0.307,73.26
Magnesium,12,35,23,12,5.935,733351726784.3854,Electron Capture,0.601,91.56
Aluminum,13,45,32,13,5.042,845260964828.0286,Gamma,0.335,68.76
Silicon,14,30,16,14,14.032,505640068997.3648,Beta+,0.326,50.47
Oxygen,8,28,20,8,3.378,950496324361.6547,Electron Capture,0.114,85.12
Neon,10,21,11,10,11.058,817154646504.8037,Spontaneous Fission,0.348,56.28
Neon,10,24,14,10,2.586,775105426587.6221,Electron Capture,0.684,54.02
Phosphorus,15,58,43,15,14.878,601243438447.3059,Gamma,0.351,69.48
Sodium,11,28,17,11,4.027,inf,Stable,1.0,100.0
Silicon,14,40,26,14,6.268,501135132850.09534,Electron Capture,0.552,73.96
Silicon,14,53,39,14,12.581,711885397995.726,Beta-,0.199,94.56
Carbon,6,14,8,6,11.718,624643450765.5557,Spontaneous Fission,0.152,94.45
Helium,2,7,5,2,2.103,270585021721.11533,Electron Capture,0.419,61.12
Silicon,14,33,19,14,14.457,inf,Stable,1.0,100.0
Silicon,14,42,28,14,2.816,714981434909.2476,Beta-,0.948,85.44
Lithium,3,6,3,3,7.449,515103549499.98694,Gamma,0.633,97.27
Magnesium,12,44,32,12,3.61,341670858261.2419,Electron Capture,0.162,55.63
Carbon,6,23,17,6,13.751,526418058660.8569,Beta-,0.649,85.69
Carbon,6,13,7,6,13.095,316712467633.05505,Beta-,0.191,91.02
Silicon,14,30,16,14,2.995,164039310180.4265,Beta-,0.643,77.18
Oxygen,8,25,17,8,4.931,299797687686.11694,Beta+,0.555,64.64
Magnesium,12,25,13,12,7.733,444341722129.75433,Spontaneous Fission,0.333,66.48
Sodium,11,38,27,11,9.7,inf,Stable,1.0,100.0
Aluminum,13,31,18,13,8.444,743284094950.9849,Beta+,0.794,95.19
Oxygen,8,18,10,8,6.569,728150752943.0588,Spontaneous Fission,0.64,51.77
Fluorine,9,33,24,9,7.239,810176449324.9254,Beta+,0.073,52.01
Nitrogen,7,18,11,7,13.56,402063085711.75073,Gamma,0.519,92.92
Helium,2,7,5,2,12.269,939680363784.5391,Beta-,0.882,57.1
Carbon,6,22,16,6,14.342,657958395631.2162,Gamma,0.83,70.62
Aluminum,13,46,33,13,11.431,500583874578.41766,Alpha,0.416,57.14
Neon,10,27,17,10,10.331,inf,Stable,1.0,100.0
Sodium,11,44,33,11,5.568,657955126834.1971,Electron Capture,0.753,92.67
Lithium,3,11,8,3,11.845,873362940051.7732,Electron Capture,0.489,84.02
Hydrogen,1,2,1,1,12.6,inf,Stable,1.0,100.0
Silicon,14,28,14,14,9.183,891636444634.0171,Spontaneous Fission,0.25,60.42
Hydrogen,1,4,3,1,8.564,398000816818.9525,Beta-,0.257,55.84
Helium,2,5,3,2,10.932,939616439823.8328,Spontaneous Fission,0.535,51.53
Helium,2,8,6,2,12.009,46493846704.79262,Spontaneous Fission,0.434,72.53
Magnesium,12,37,25,12,2.14,680654331317.5945,Gamma,0.845,53.2
Sodium,11,24,13,11,7.082,857085002010.3263,Alpha,0.932,51.75
